Found 1892 lines with potential untranslated hardcoded Spanish:
components\Auth\LoginComponent.jsx:42 -> Contraseña es requerida | Context: newErrors.password = uiText(i18n, "Contraseña es requerida", "Password is required");
components\Dashboard\Solicitante\SubirProyectoTab.jsx:152 -> ${docName} subido al expediente ${selectedExpediente.id} | Context: addNotification(`${docName} subido al expediente ${selectedExpediente.id}`, "success");
components\Dashboard\Solicitante\SubirProyectoTab.jsx:155 -> Error al subir ${docName} | Context: addNotification(`Error al subir ${docName}`, "error");
components\Dashboard\Solicitante\SubirProyectoTab.jsx:162 -> Apto para revisión preliminar | Context: readiness: "Apto para revisión preliminar",
components\Dashboard\Solicitante\SubirProyectoTab.jsx:163 -> SOFOM de crecimiento | Context: matches: ["SOFOM de crecimiento", "Fondo de deuda privada", "Fintech de crédito empresarial"],
components\Dashboard\Solicitante\SubirProyectoTab.jsx:163 -> Fondo de deuda privada | Context: matches: ["SOFOM de crecimiento", "Fondo de deuda privada", "Fintech de crédito empresarial"],
components\Dashboard\Solicitante\SubirProyectoTab.jsx:163 -> Fintech de crédito empresarial | Context: matches: ["SOFOM de crecimiento", "Fondo de deuda privada", "Fintech de crédito empresarial"],
components\Dashboard\Solicitante\SubirProyectoTab.jsx:165 -> El uso de fondos es claro y compatible con productos de deuda empresarial. | Context: "El uso de fondos es claro y compatible con productos de deuda empresarial.",
components\Dashboard\Solicitante\SubirProyectoTab.jsx:166 -> Falta completar pitch deck para mejorar presentación ante fondos. | Context: "Falta completar pitch deck para mejorar presentación ante fondos.",
components\Dashboard\Solicitante\SubirProyectoTab.jsx:167 -> KYC/KYB requiere validación final de beneficiario controlador. | Context: "KYC/KYB requiere validación final de beneficiario controlador.",
components\Dashboard\Solicitante\SubirProyectoTab.jsx:193 -> Nombre del proyecto | Context: ["name", "Nombre del proyecto"],
components\Dashboard\Solicitante\SubirProyectoTab.jsx:205 -> Tecnología / SaaS | Context: <option value="Tecnología / SaaS">{copy("Tecnología / Startup")}</option>
components\Dashboard\Solicitante\SubirProyectoTab.jsx:312 -> Checklist listo para prevalidacion NSD | Context: <button onClick={() => addNotification("Checklist listo para prevalidacion NSD", "success")} style={{ padding: "0.75rem 1rem", borderRadius: "6px", border: "none", background: COLORS.gold, color: COLORS.navy, fontWeight: 900, cursor: "pointer" }}>
components\Landing\BusinessModelSection.jsx:11 -> Suscripcion para entidades que requieren pipeline, expedientes, roles, auditoria y data room. | Context: ["SaaS B2B", "Suscripcion para entidades que requieren pipeline, expedientes, roles, auditoria y data room.", "Recurring software revenue for institutions."],
components\Landing\BusinessModelSection.jsx:12 -> Fee por expediente | Context: ["Fee por expediente", "Cobro por preparacion, checklist, score, revision documental y data room por caso.", "Transaction revenue per reviewed file."],
components\Landing\BusinessModelSection.jsx:12 -> Cobro por preparacion, checklist, score, revision documental y data room por caso. | Context: ["Fee por expediente", "Cobro por preparacion, checklist, score, revision documental y data room por caso.", "Transaction revenue per reviewed file."],
components\Landing\BusinessModelSection.jsx:13 -> Business plan, analisis financiero, pitch deck, memo de comite y preparacion para fondeo. | Context: ["Servicios NSD IF", "Business plan, analisis financiero, pitch deck, memo de comite y preparacion para fondeo.", "Professional services attached to the platform."],
components\Landing\ResponsibleAISection.jsx:7 -> Revision documental, faltantes, semaforos y memo ejecutivo con evidencia. | Context: ["IA explicable", "Revision documental, faltantes, semaforos y memo ejecutivo con evidencia."],
components\Landing\ResponsibleAISection.jsx:8 -> NSD IF no aprueba credito ni reemplaza al comite del otorgante. | Context: ["Decision humana", "NSD IF no aprueba credito ni reemplaza al comite del otorgante."],
components\Landing\ResponsibleAISection.jsx:9 -> Requisitos, trazabilidad y data room se ordenan por expediente. | Context: ["Cumplimiento vivo", "Requisitos, trazabilidad y data room se ordenan por expediente."],
components\Landing\ResponsibleAISection.jsx:10 -> Datos sensibles y biometricos futuros requieren consentimiento y controles. | Context: ["Privacidad", "Datos sensibles y biometricos futuros requieren consentimiento y controles."],
components\Landing\ResponsibleAISection.jsx:30 -> NSD IF usa IA para organizar expedientes, detectar faltantes y preparar lecturas institucionales. La decision final permanece en manos de personas autorizadas, con evidencia, permisos y trazabilidad. | Context: "NSD IF usa IA para organizar expedientes, detectar faltantes y preparar lecturas institucionales. La decision final permanece en manos de personas autorizadas, con evidencia, permisos y trazabilidad.",
components\Landing\TestimonialsSection.jsx:13 -> NSD nos permitio reducir retrabajo documental y responder auditorias internas con evidencia ordenada. | Context: "NSD nos permitio reducir retrabajo documental y responder auditorias internas con evidencia ordenada.",
components\Landing\TestimonialsSection.jsx:24 -> La trazabilidad por expediente nos dio claridad sobre responsables, observaciones y tiempos de revision. | Context: "La trazabilidad por expediente nos dio claridad sobre responsables, observaciones y tiempos de revision.",
components\Landing\TestimonialsSection.jsx:33 -> Operadora de Servicios | Context: company: "Operadora de Servicios",
components\Landing\TestimonialsSection.jsx:35 -> Centralizamos KYC/KYB, vencimientos y listas restrictivas en una sola vista operativa. | Context: "Centralizamos KYC/KYB, vencimientos y listas restrictivas en una sola vista operativa.",
components\Layout\Header.jsx:204 -> solicitante | Context: ["solicitante", t("dashboard.sidebar.applicant", "Solicitante")],
components\Layout\Header.jsx:204 -> Solicitante | Context: ["solicitante", t("dashboard.sidebar.applicant", "Solicitante")],
components\Layout\Header.jsx:205 -> otorgante | Context: ["otorgante", t("dashboard.sidebar.funder", "Otorgante")],
components\Layout\Header.jsx:205 -> Otorgante | Context: ["otorgante", t("dashboard.sidebar.funder", "Otorgante")],
components\Layout\Header.jsx:208 -> solicitante | Context: const active = (localStorage.getItem("nsd_demo_profile") || "solicitante") === mode;
components\Services\AIReviewPanel.jsx:103 -> Datos Extraídos | Context: <h4 style={{ color: COLORS.navy, margin: '0 0 0.75rem 0', fontSize: '0.95rem' }}>Datos Extraídos</h4>
components\Services\ComplianceReadinessPanel.jsx:8 -> Expediente listo para presentacion | Context: title: "Expediente listo para presentacion",
components\Services\ComplianceReadinessPanel.jsx:16 -> Pendiente antes de presentar | Context: title: "Pendiente antes de presentar",
components\Services\ComplianceReadinessPanel.jsx:32 -> Carga al menos la documentacion inicial. | Context: detail: uploadedDocuments > 0 ? `${uploadedDocuments} documento(s) cargado(s)` : "Carga al menos la documentacion inicial.",
components\Services\ComplianceReadinessPanel.jsx:72 -> Evaluando expediente... | Context: {loading ? "Evaluando expediente..." : config.title}
components\Services\DocumentMatrixPanel.jsx:44 -> Sustituir documento o resolver bloqueo antes de compartir. | Context: if (item.documentIssues?.some((issue) => issue.severity === "high")) return "Sustituir documento o resolver bloqueo antes de compartir.";
components\Services\DocumentMatrixPanel.jsx:45 -> Actualizar vigencia o validar excepcion antes de presentar. | Context: if (item.documentIssues?.some((issue) => issue.severity === "medium")) return "Actualizar vigencia o validar excepcion antes de presentar.";
components\Services\DocumentMatrixPanel.jsx:46 -> Revisar observación IA y subsanar antes de compartir. | Context: if (item.status === "review") return "Revisar observación IA y subsanar antes de compartir.";
components\Services\DocumentMatrixPanel.jsx:47 -> Cargar o justificar antes de presentar a otorgantes. | Context: if (item.status === "missing" && item.mandatory) return "Cargar o justificar antes de presentar a otorgantes.";
components\Services\DocumentMatrixPanel.jsx:48 -> Agregar si fortalece el expediente. | Context: if (item.status === "missing") return "Agregar si fortalece el expediente.";
components\Services\ExecutiveReportPanel.jsx:18 -> El expediente demo es viable para avanzar a comite sujeto a subsanar flujo de caja historico y validar estados financieros auditados. | Context: executiveConclusion: "El expediente demo es viable para avanzar a comite sujeto a subsanar flujo de caja historico y validar estados financieros auditados.",
components\Services\ExecutiveReportPanel.jsx:25 -> 3 documentos vinculados al expediente demo. | Context: keyFindings: ["3 documentos vinculados al expediente demo."],
components\Services\ExecutiveReportPanel.jsx:26 -> Flujo de Caja Historico | Context: redFlags: ["Flujo de Caja Historico", "Estados financieros auditados 2025"]
components\Services\ExecutiveReportPanel.jsx:29 -> Estados financieros recientes pendientes de validacion. | Context: criticalRisks: ["Estados financieros recientes pendientes de validacion."],
components\Services\ExecutiveReportPanel.jsx:31 -> Flujo de Caja Historico | Context: missingInformation: ["Flujo de Caja Historico", "Estados financieros auditados 2025"],
components\Services\ExecutiveReportPanel.jsx:32 -> Subsanar flujo de caja historico | Context: recommendedConditions: ["Subsanar flujo de caja historico", "Cargar estados financieros auditados 2025"],
components\Services\ExecutiveReportPanel.jsx:38 -> RFC con estructura valida. | Context: { name: "Formato RFC", status: "pass", detail: "RFC con estructura valida." },
components\Services\ExecutiveReportPanel.jsx:51 -> Error al generar el reporte ejecutivo automatizado. | Context: setError("Error al generar el reporte ejecutivo automatizado.");
components\Services\ExecutiveReportPanel.jsx:123 -> Analizando Expediente Completo... | Context: <h3 style={{ color: COLORS.navy }}>Analizando Expediente Completo...</h3>
components\Services\ExecutiveReportPanel.jsx:124 -> NSD esta cruzando documentos, revisiones IA y matriz de requisitos. | Context: <p style={{ color: COLORS.textMuted }}>NSD esta cruzando documentos, revisiones IA y matriz de requisitos.</p>
components\Services\ExecutiveReportPanel.jsx:188 -> 1. Conclusión Ejecutiva | Context: <h3 style={{ color: COLORS.navy, fontSize: "1.1rem", marginBottom: "1rem" }}>1. Conclusión Ejecutiva</h3>
components\Services\ExecutiveReportPanel.jsx:207 -> 2. Desglose por Agente de Revisión | Context: <h3 style={{ color: COLORS.navy, fontSize: "1.1rem", marginBottom: "1rem" }}>2. Desglose por Agente de Revisión</h3>
components\Services\ExecutiveReportPanel.jsx:232 -> 3. Riesgos Críticos | Context: <h3 style={{ color: COLORS.navy, fontSize: "1.1rem", marginBottom: "1rem" }}>3. Riesgos Críticos</h3>
components\Services\ExecutiveReportPanel.jsx:238 -> No se detectaron riesgos críticos. | Context: <p style={{ color: COLORS.textMuted }}>No se detectaron riesgos críticos.</p>
components\Services\RemediationPlanPanel.jsx:24 -> Cargar documento, sustituir evidencia o justificar dispensa antes de compartir. | Context: detail: "Cargar documento, sustituir evidencia o justificar dispensa antes de compartir.",
components\Services\RemediationPlanPanel.jsx:36 -> Revisar observación IA y subsanar hallazgos relevantes. | Context: : item.review?.summary || "Revisar observación IA y subsanar hallazgos relevantes.",
components\Services\RemediationPlanPanel.jsx:47 -> Agregar si ayuda a robustecer el expediente frente a otorgantes. | Context: detail: "Agregar si ayuda a robustecer el expediente frente a otorgantes.",
components\Services\RemediationPlanPanel.jsx:71 -> Listo para presentacion | Context: const status = shareReadiness?.canPublish ? "Listo para presentacion" : "Pendiente de subsanacion";
components\Services\RemediationPlanPanel.jsx:71 -> Pendiente de subsanacion | Context: const status = shareReadiness?.canPublish ? "Listo para presentacion" : "Pendiente de subsanacion";
components\Services\RemediationPlanPanel.jsx:86 -> Este plan es una guia operativa de preparacion documental. No constituye aprobacion crediticia ni opinion legal, fiscal o financiera. | Context: "Este plan es una guia operativa de preparacion documental. No constituye aprobacion crediticia ni opinion legal, fiscal o financiera."
components\Services\RemediationPlanPanel.jsx:101 -> No se pudo copiar el plan | Context: console.warn("No se pudo copiar el plan", error);
components\Services\RemediationPlanPanel.jsx:129 -> El expediente no tiene bloqueos principales. | Context: {isReady ? "El expediente no tiene bloqueos principales." : "Acciones prioritarias para desbloquear presentacion."}
components\Services\RemediationPlanPanel.jsx:129 -> Acciones prioritarias para desbloquear presentacion. | Context: {isReady ? "El expediente no tiene bloqueos principales." : "Acciones prioritarias para desbloquear presentacion."}
components\Services\ServiceOrderCard.jsx:12 -> en-US | Context: return Number.isNaN(date.getTime()) ? uiText(i18n, "Pendiente", "Pending") : date.toLocaleDateString(i18n.language?.startsWith("en") ? "en-US" : "es-MX");
components\Services\ServiceOrderCard.jsx:26 -> Con otorgantes | Context: presentado_otorgantes: uiText(i18n, "Con otorgantes", "With Funding Providers"),
components\Services\ServiceOrderCard.jsx:84 -> en-US | Context: {uiText(i18n, "Iniciado", "Started")}: {new Date(order.createdAt).toLocaleDateString(i18n.language?.startsWith("en") ? "en-US" : "es-MX")}
components\Services\ServiceOrderCard.jsx:115 -> Riesgo | Context: {uiText(i18n, "Riesgo", "Risk")} {translateCopy(order.riskLevel || "pendiente", i18n.language)}
components\Services\ServiceOrderDetailPanel.jsx:33 -> Requiere validacion manual de cifras. | Context: summary: "Requiere validacion manual de cifras.",
